reaction,EX_INDIRUBIN_LPAREN_e_RPAREN_
GLUt2rpp_reverse,0.0
GLUtex_reverse,0.0
GLYALDtex_reverse,0.0
GLYALDtpp_reverse,0.0
GLYAT_reverse,-0.04753914025226022
GLYBtex_reverse,0.0
GLYC2Ptex_reverse,0.0
GLYC3Ptex_reverse,0.0
GLYCAt2rpp_reverse,0.0
GLYCAtex_reverse,0.0
GLYCLTt2rpp_reverse,0.0
GLYCLTtex_reverse,0.0
GLYCtex_reverse,0.0
GLYCtpp_reverse,0.0
GLYt2rpp_reverse,0.0
GLYtex_reverse,0.0
GMPtex_reverse,0.0
GSNtex_reverse,0.0
GTHOXtex_reverse,0.0
GTHOr_reverse,0.0
GTHRDtex_reverse,0.0
GTPtex_reverse,0.0
GUAtex_reverse,0.0
GUAtpp_reverse,0.0
GUI1_reverse,0.0
GUI2_reverse,0.0
H2O2tex_reverse,0.0
H2Otex_reverse,1.8634284916789583
H2Otpp_reverse,1.856873347604047
H2Stex_reverse,0.0
H2tex_reverse,0.0
H2tpp_reverse,0.0
HACD1_reverse,0.2260074331895173
HACD2_reverse,0.18678885202408058
HACD3_reverse,0.18678885202408058
HACD4_reverse,0.18678885202408058
HACD5_reverse,0.18678885202408058
HACD6_reverse,0.16386494953194022
HACD7_reverse,0.14594178104531788
HACD8_reverse,0.0
HADPCOADH3_reverse,0.0
HCINNMt2rpp_reverse,0.0
HCINNMtex_reverse,0.0
HCO3E_reverse,0.33059637740516706
HEXt2rpp_reverse,0.0
HG2tex_reverse,0.0
HISt2rpp_reverse,0.0
HIStex_reverse,0.0
HOMtex_reverse,0.0
HPPPNt2rpp_reverse,0.0
HPPPNtex_reverse,0.0
HPYRI_reverse,0.0
HSDy_reverse,-0.422590070285403
HXAtex_reverse,0.0
HYXNtex_reverse,0.0
HYXNtpp_reverse,0.0
Htex_reverse,-2.214693703114812
ICDHyr_reverse,1.246963090152809
ICHORS_reverse,0.0
IDOND_reverse,0.0
IDONt2rpp_reverse,0.0
IDONtex_reverse,0.0
ILETA_reverse,-0.1712155821941086
ILEt2rpp_reverse,0.0
ILEtex_reverse,0.0
IMPC_reverse,-0.33221354255518337
IMPtex_reverse,0.0
INDOLEt2rpp_reverse,0.0
INDOLEtex_reverse,0.0
INSTtex_reverse,0.0
INSt2rpp_reverse,0.0
INStex_reverse,0.0
IPDDI_reverse,0.0
IPPMIa_reverse,-0.2364678214321148
IPPMIb_reverse,-0.2364678214321148
ISETACtex_reverse,0.0
KARA1_reverse,0.056354369586093495
KARA2_reverse,0.1524884185391258
Ktex_reverse,0.10244991680660995
L_DASH_LACt2rpp_reverse,0.0
L_DASH_LACtex_reverse,0.0
LALADGLUtex_reverse,0.0
LALALGLUtex_reverse,0.0
LCARR_reverse,0.0
LCARS_reverse,0.0
LCTStex_reverse,0.0
LCTStpp_reverse,0.0
LDH_D_reverse,0.0
LEUt2rpp_reverse,0.0
LEUtex_reverse,0.0
LIPOtex_reverse,0.0
LSERDHr_reverse,0.0
LYStex_reverse,-0.02183231869876165
LYXtex_reverse,0.0
M1PD_reverse,0.0
MALDtex_reverse,0.0
MALTATr_reverse,0.0
MALtex_reverse,0.0
MAN6PI_reverse,0.0
MAN6Ptex_reverse,0.0
MANAO_reverse,0.0
MANGLYCtex_reverse,0.0
MANtex_reverse,0.0
MCITL2_reverse,0.0
MCOATA_reverse,0.0481061173308972
MDH_reverse,0.0
MELIBtex_reverse,0.0
MEOHtex_reverse,9.49975600534176e-08
MEOHtrpp_reverse,9.49975600534176e-08
METDtex_reverse,0.0
METSOX1tex_reverse,0.0
METSOX2tex_reverse,0.0
METtex_reverse,0.0
MG2t3_2pp_reverse,0.004553201335587554
MG2tex_reverse,0.004553201335587554
MICITDr_reverse,0.0
MINCYCtex_reverse,0.0
MLTP1_reverse,0.0
MLTP2_reverse,0.0
MLTP3_reverse,0.0
MMETtex_reverse,0.0
MNLtex_reverse,0.0
MNtex_reverse,0.00036268151272518724
MOBDtex_reverse,6.770754723813192e-05
MOX_reverse,-0.03307317322849527
MSO3tex_reverse,0.0
MTHFC_reverse,0.6195976334767339
MTHFD_reverse,0.6136490490053037
N2Otex_reverse,0.0
N2Otpp_reverse,0.0
NACtex_reverse,0.0
NAtex_reverse,0.0
NDPK1_reverse,0.0
NDPK2_reverse,0.26299110035473355
NDPK3_reverse,0.11197877846727469
NDPK4_reverse,0.01542024005758821
NDPK5_reverse,0.0
NDPK6_reverse,0.0
NDPK7_reverse,0.0
NDPK8_reverse,0.0
NH4tex_reverse,2.9977216035146634
NH4tpp_reverse,2.9977216035146634
NI2tex_reverse,0.00016953130044896597
NMNtex_reverse,0.0
NNATr_reverse,0.0011956418031652712
NO2t2rpp_reverse,0.0
NO2tex_reverse,0.0
NO3tex_reverse,0.0
NOVBCNtex_reverse,0.0
NOtex_reverse,0.0
NOtpp_reverse,0.0
O2Stex_reverse,0.0
O2tex_reverse,1.6842535618118362
O2tpp_reverse,1.6842535618118362
OCBT_reverse,0.004963787288300951
OCTAtex_reverse,0.0
OHPBAT_reverse,0.00011704482972173191
ORNtex_reverse,0.0
OROTtex_reverse,0.0
ORPT_reverse,-0.1736226208421539
PACALDt2rpp_reverse,0.0
PACALDtex_reverse,0.0
PEAMNtex_reverse,0.0
PERD_reverse,0.00011704482972173191
PGAMT_reverse,-0.05406544593163985
PGK_reverse,-4.532759510174157
PGM_reverse,-3.5805055050104158
PGMT_reverse,0.0
PHETA1_reverse,-0.09723905999281016
PHEt2rpp_reverse,0.0
PHEtex_reverse,0.0
PIt2rpp_reverse,0.476700868401605
PItex_reverse,0.5063007674408126
PMANM_reverse,0.0
PNTOtex_reverse,0.0
POR5_reverse,0.06757379907341002
PPAKr_reverse,0.0
PPALtex_reverse,0.0
PPALtpp_reverse,0.0
PPAtex_reverse,0.0
PPK2r_reverse,0.0
PPKr_reverse,1.1455076185228963
PPM_reverse,0.0
PPM2_reverse,0.0
PPPNt2rpp_reverse,0.0
PPPNtex_reverse,0.0
PPTtex_reverse,0.0
PRAGSr_reverse,0.1307317602225715
PRMICI_reverse,0.04972463263756699
PROGLYtex_reverse,0.0
PROt2rpp_reverse,0.0
PROtex_reverse,0.0
PRPPS_reverse,0.0
PSCLYStex_reverse,0.0
PSCVT_reverse,0.0
PSERtex_reverse,0.0
PTAr_reverse,-0.1540209769344414
PTRCORNt7pp_reverse,0.0
PTRCtex_reverse,0.0
PUNP1_reverse,-0.00041657863782461644
PUNP2_reverse,0.0
PUNP3_reverse,0.0
PUNP4_reverse,0.0
PUNP5_reverse,0.0
PUNP6_reverse,0.0
PUNP7_reverse,0.0
PYDAMtex_reverse,0.0
PYDXNtex_reverse,0.0
PYDXtex_reverse,0.0
PYNP2r_reverse,0.0
PYRt2rpp_reverse,0.0
PYRtex_reverse,0.0
QUIN2tex_reverse,0.0
QUIN2tpp_reverse,0.0
QUINDH_reverse,0.0
R5Ptex_reverse,0.0
RBP4E_reverse,0.0
REPHACCOAI_reverse,0.0
RFAMPtex_reverse,0.0
RIBtex_reverse,0.0
RMI_reverse,0.0
RMNtex_reverse,0.0
RMPA_reverse,0.0
RPE_reverse,2.490748600962072
RPI_reverse,2.5116403157703404
SBTPD_reverse,0.0
SBTtex_reverse,0.0
SDPTA_reverse,-0.21653035699672907
SELtex_reverse,0.0
SERASr_reverse,0.0
SERAT_reverse,0.14652981887495745
SERt2rpp_reverse,0.0
SERtex_reverse,0.0
SHK3Dr_reverse,0.0
SKMtex_reverse,0.0
SLNTtex_reverse,0.0
SO2tex_reverse,0.0
SO2tpp_reverse,0.0
SO3tex_reverse,0.0
SO4tex_reverse,0.1323766006110429
SPMDtex_reverse,0.0
SUCCtex_reverse,0.0
SUCOAS_reverse,-0.35338120162400305
SUCRtex_reverse,0.0
SULFACtex_reverse,0.0
T2DECAI_reverse,0.0
TAGURr_reverse,0.0
TALA_reverse,0.0
TARTRDtex_reverse,0.0
TARTRt7pp_reverse,0.0
TARTRtex_reverse,0.0
TAURtex_reverse,0.0
TCYNTtex_reverse,0.0
TGBPA_reverse,0.0
THMDt2rpp_reverse,0.0
THMDtex_reverse,0.0
THMtex_reverse,0.0
THRPtex_reverse,0.0
THRt2rpp_reverse,0.0
THRtex_reverse,0.0
THYMtex_reverse,0.0
TKT1_reverse,0.0
TKT2_reverse,2.792287657070234
TMAOtex_reverse,0.0
TMAtex_reverse,0.0
TMDPP_reverse,0.0
TPI_reverse,2.366988652175499
TREtex_reverse,0.0
TRPAS2_reverse,-0.03349891865755127
TRPt2rpp_reverse,0.0
TRPtex_reverse,0.0
TRSARr_reverse,0.0
TSULtex_reverse,0.0
TTRCYCtex_reverse,0.0
TUNGStex_reverse,0.0
TYMtex_reverse,0.0
TYRPtex_reverse,0.0
TYRTA_reverse,-0.07249378850374841
TYRt2rpp_reverse,0.0
TYRtex_reverse,0.0
UACGAMtex_reverse,0.0
UAG2E_reverse,0.0
UAGAAT_reverse,0.020423535489381316
UDPACGALtex_reverse,0.0
UDPG4E_reverse,0.0
UDPGALtex_reverse,0.0
UDPGLCURtex_reverse,0.0
UDPGtex_reverse,0.0
UDPKAAT_reverse,0.0
UGLT_reverse,0.0
UMPK_reverse,0.2232321185785522
UMPtex_reverse,0.0
URAt2rpp_reverse,0.0
URAtex_reverse,0.0
UREAtex_reverse,-0.021929151389034972
UREAtpp_reverse,-0.021929151389034972
URIt2rpp_reverse,0.0
URItex_reverse,0.0
VALTA_reverse,-0.2221027992587781
VALt2rpp_reverse,0.0
VALtex_reverse,0.0
VPAMTr_reverse,0.0
XANtex_reverse,0.0
XANtpp_reverse,0.0
XMPtex_reverse,0.0
XTSNt2rpp_reverse,0.0
XTSNtex_reverse,0.0
XYLI1_reverse,0.0
XYLI2_reverse,0.0
XYLUtex_reverse,0.0
XYLtex_reverse,0.0
Zn2tex_reverse,0.00017897886517986812
monooxygenase,2.898058082987483
INDIRUBINex,2.898058082987483
EX_INDIRUBIN_LPAREN_e_RPAREN_,2.898058082987483
