Metabolite	Score	Normalized score	No. of reactions	No. of positive reactions	No. of negative reactions	candidate reactions	positive reactions	negative reactions	Positive score	Negative score
dctp_c	0.5266061918761723	0.23550544848148375	5	0	2	DCTPD;Ec_biomass_iJO1366_WT_53p95M;NDPK7_reverse;NTPP3;Ec_biomass_iJO1366_core_53p95M		DCTPD;Ec_biomass_iJO1366_core_53p95M	0.0	-0.526606191876
dcyt_c	0.0	0.0	1	0	0	DCYTD			0.0	0.0
dcyt_e	0.0	0.0	2	0	0	EX_dcyt_LPAREN_e_RPAREN_;DCYTtex			0.0	0.0
dcyt_p	0.0	0.0	2	0	0	DCYTtex_reverse;DCYTt2pp			0.0	0.0
dd2coa_c	0.18678885202408055	0.13207966391627793	2	1	0	ACOAD5f_reverse;ECOAH5_reverse	ECOAH5_reverse		0.186788852024	0.0
ddcaACP_c	0.040847070978763306	0.016675746897536193	6	0	1	EDTXS1;3OAS140;ACPPAT120;G3PAT120;FA120ACPHi;AGPAT120		3OAS140	0.0	-0.0408470709788
ddca_c	0.04084707097876265	0.023583067425196367	3	0	1	2AGPEAT120;AACPS7;2AGPGAT120		AACPS7	0.0	-0.0408470709788
ddca_e	0.0	0.0	2	0	0	DDCAtexi;EX_ddca_LPAREN_e_RPAREN_			0.0	0.0
ddca_p	0.0	0.0	1	0	0	FACOAL120t2pp			0.0	0.0
ddcacoa_c	0.2276359230028432	0.13142566142292045	3	1	1	ACACT6r;ACOAD5f;FACOAE120	ACOAD5f	FACOAE120	0.186788852024	-0.0408470709788
ddcap_c	0.0	0.0	2	0	0	APH120;APG3PAT120			0.0	0.0
dgdp_c	0.0	0.0	2	0	0	DGK1_reverse;NDPK5			0.0	0.0
dgmp_c	0.0	0.0	2	0	0	DGK1;NTD8			0.0	0.0
dgmp_e	0.0	0.0	2	0	0	DGMPtex;EX_dgmp_LPAREN_e_RPAREN_			0.0	0.0
dgmp_p	0.0	0.0	2	0	0	NTD8pp;DGMPtex_reverse			0.0	0.0
dgslnt_c	0.0	0.0	1	0	0	SELGTHR2			0.0	0.0
dgsn_c	0.0	0.0	1	0	0	PUNP4			0.0	0.0
dgsn_e	0.0	0.0	2	0	0	EX_dgsn_LPAREN_e_RPAREN_;DGSNtex			0.0	0.0
dgsn_p	0.0	0.0	2	0	0	DGSNtex_reverse;DGSNt2pp			0.0	0.0
dgtp_c	0.5248647072723405	0.2347266328902963	5	0	1	NDPK5_reverse;Ec_biomass_iJO1366_WT_53p95M;NTPTP1;Ec_biomass_iJO1366_core_53p95M;NTPP1		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
dha_c	0.6651529008321024	0.3840262063476748	3	1	1	DHAtpp_reverse;DHAPT;F6PA_reverse	F6PA_reverse	DHAPT	0.332576450416	-0.332576450416
dha_e	0.0	0.0	2	0	0	DHAtex;EX_dha_LPAREN_e_RPAREN_			0.0	0.0
dha_p	0.0	0.0	2	0	0	DHAtpp;DHAtex_reverse			0.0	0.0
dhap_c	2.182745266411096	0.7275817554703653	9	1	2	FBA3_reverse;G3PD2_reverse;QULNS;FCLPA_reverse;TPI;TGBPA_reverse;RMPA_reverse;MGSA;FBA_reverse	FBA_reverse	QULNS;G3PD2_reverse	2.10857873409	-0.0741665323258
dhcinnm_c	0.0	0.0	1	0	0	DHCINDO			0.0	0.0
dhf_c	0.0	0.0	1	0	0	DHFR			0.0	0.0
dhgly_c	0.00011704482972173191	0.00011704482972173191	1	0	1	THZPSN3		THZPSN3	0.0	-0.000117044829722
dhmpt_c	0.0	0.0	2	0	0	DHMPTR;DHNPTE_reverse			0.0	0.0
dhmptp_c	0.0	0.0	1	0	0	DHPTPE_reverse			0.0	0.0
dhna_c	0.0	0.0	1	0	0	DHNAOT4			0.0	0.0
dhnpt_c	0.0	0.0	2	0	0	DHNPTE;DHNPA2r			0.0	0.0
dhor_DASH_S_c	0.1736226208421539	0.08681131042107695	4	0	1	DHORTS;DHORD2;DHORD5;DHORDfum		DHORD2	0.0	-0.173622620842
dhpmp_c	0.0003511344891652353	0.0003511344891652353	1	0	1	DNMPPA		DNMPPA	0.0	-0.000351134489165
dhpppn_c	0.0	0.0	1	0	0	HPPPNDO			0.0	0.0
dhpt_c	0.0003511344891652353	0.0003511344891652353	1	0	1	DHFS		DHFS	0.0	-0.000351134489165
dhptd_c	0.00023537578380060888	0.00023537578380060888	1	0	1	DHPTDCs2		DHPTDCs2	0.0	-0.000235375783801
dhptdn_c	0.0	0.0	2	0	0	DHPTDNRN;DHPTDNR			0.0	0.0
didp_c	0.0	0.0	0	0	0				0.0	0.0
dimp_c	0.0	0.0	1	0	0	NTD12			0.0	0.0
dimp_e	0.0	0.0	2	0	0	DIMPtex;EX_dimp_LPAREN_e_RPAREN_			0.0	0.0
dimp_p	0.0	0.0	2	0	0	NTD12pp;DIMPtex_reverse			0.0	0.0
din_c	0.0	0.0	1	0	0	PUNP6			0.0	0.0
din_e	0.0	0.0	2	0	0	DINStex;EX_din_LPAREN_e_RPAREN_			0.0	0.0
din_p	0.0	0.0	2	0	0	DINStex_reverse;DINSt2pp			0.0	0.0
ditp_c	0.0	0.0	2	0	0	NTP11;NTPP10			0.0	0.0
dmbzid_c	0.0	0.0	1	0	0	NNDMBRT			0.0	0.0
dmlz_c	0.0002340896594435684	0.0002340896594435684	1	0	1	RBFSb		RBFSb	0.0	-0.000234089659444
dmpp_c	0.0001459123886217156	0.00010317563945354194	2	0	1	IPDDI_reverse;DMATT		DMATT	0.0	-0.000145912388622
dms_c	0.0	0.0	0	0	0				0.0	0.0
dms_e	0.0	0.0	2	0	0	EX_dms_LPAREN_e_RPAREN_;DMStex			0.0	0.0
dms_p	0.0	0.0	1	0	0	DMStex_reverse			0.0	0.0
dmso_c	0.0	0.0	3	0	0	DMSOR2;DMSOR1;DMSOtpp_reverse			0.0	0.0
dmso_e	0.0	0.0	2	0	0	EX_dmso_LPAREN_e_RPAREN_;DMSOtex			0.0	0.0
dmso_p	0.0	0.0	4	0	0	DMSOtex_reverse;DMSOR1pp;DMSOtpp;DMSOR2pp			0.0	0.0
dnad_c	0.0023912836063305428	0.0016908928537765493	2	1	1	NADS1;NNATr_reverse	NNATr_reverse	NADS1	0.00119564180317	-0.00119564180317
dopa_e	0.0	0.0	2	0	0	EX_dopa_LPAREN_e_RPAREN_;DOPAtex			0.0	0.0
dopa_p	0.0	0.0	2	0	0	42A12BOOXpp;DOPAtex_reverse			0.0	0.0
doxrbcn_e	0.0	0.0	2	0	0	EX_doxrbcn_LPAREN_e_RPAREN_;DOXRBCNtex			0.0	0.0
doxrbcn_p	0.0	0.0	2	0	0	DOXRBCNtex_reverse;DOXRBCNtpp			0.0	0.0
dpcoa_c	0.0003023220713892962	0.00021377398678173486	2	0	1	DPCOAK;TPRDCOAS		DPCOAK	0.0	-0.000302322071389
dsbaox_p	0.0	0.0	0	0	0				0.0	0.0
dsbard_p	0.0	0.0	2	0	0	DSBAO2;DSBAO1			0.0	0.0
dsbcox_p	0.0	0.0	2	0	0	DSBCGT;TDSR1			0.0	0.0
dsbcrd_p	0.0	0.0	0	0	0				0.0	0.0
dsbdox_c	0.0	0.0	1	0	0	DSBDR			0.0	0.0
dsbdrd_c	0.0	0.0	2	0	0	TDSR1;TDSR2			0.0	0.0
dsbgox_p	0.0	0.0	2	0	0	DSBGGT;TDSR2			0.0	0.0
dsbgrd_p	0.0	0.0	0	0	0				0.0	0.0
dscl_c	0.00011704482972173191	0.00011704482972173191	1	0	1	SHCHD2		SHCHD2	0.0	-0.000117044829722
dtbt_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	BTS5		BTS5	0.0	-1.31393521383e-06
dtdp4aaddg_c	0.0	0.0	1	0	0	AADDGT			0.0	0.0
dtdp4addg_c	0.0	0.0	1	0	0	TDPADGAT			0.0	0.0
dtdp4d6dg_c	0.0	0.0	2	0	0	TDPDRE;TDPAGTA			0.0	0.0
dtdp4d6dm_c	0.0	0.0	1	0	0	TDPDRR			0.0	0.0
dtdp_c	0.016257974590178338	0.011496124081073682	2	1	0	DTMPK_reverse;NDPK4	DTMPK_reverse		0.0162579745902	0.0
dtdpglu_c	0.0	0.0	1	0	0	TDPGDH			0.0	0.0
dtdprmn_c	0.0	0.0	1	0	0	RHAT1			0.0	0.0
dtmp_c	0.0008377345325901336	0.0005923677688286262	2	1	0	NTD5;DTMPK	DTMPK		0.00083773453259	0.0
dtmp_e	0.0	0.0	2	0	0	EX_dtmp_LPAREN_e_RPAREN_;DTMPtex			0.0	0.0
dtmp_p	0.0	0.0	2	0	0	NTD5pp;DTMPtex_reverse			0.0	0.0
dttp_c	0.5419715774570288	0.24237705781334182	5	1	2	NTPP7;NDPK4_reverse;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M;G1PTT	NDPK4_reverse	NTPP7;Ec_biomass_iJO1366_core_53p95M	0.0154202400576	-0.526551337399
dudp_c	0.0	0.0	1	0	0	NDPK6			0.0	0.0
dump_c	0.013733609930488055	0.009711128712019013	2	0	1	TMDS;NTD1		TMDS	0.0	-0.0137336099305
dump_e	0.0	0.0	2	0	0	DUMPtex;EX_dump_LPAREN_e_RPAREN_			0.0	0.0
dump_p	0.0	0.0	2	0	0	DUMPtex_reverse;NTD1pp			0.0	0.0
duri_c	0.0	0.0	2	0	0	DURIK1;DURIPP			0.0	0.0
duri_e	0.0	0.0	2	0	0	EX_duri_LPAREN_e_RPAREN_;DURItex			0.0	0.0
duri_p	0.0	0.0	2	0	0	DURItex_reverse;DURIt2pp			0.0	0.0
dutp_c	0.013733609930488055	0.009711128712019013	2	0	1	NDPK6_reverse;DUTPDP		DUTPDP	0.0	-0.0137336099305
dxyl5p_c	0.0014879914451171262	0.0008590922613902331	3	0	3	PDX5PS;DXPRIi;THZPSN3		PDX5PS;DXPRIi;THZPSN3	0.0	-0.00148799144512
dxyl_c	0.0	0.0	1	0	0	DXYLK			0.0	0.0
e4p_c	2.896027512291652	1.2951428764387483	5	2	1	E4PD;TALA_reverse;FBA3_reverse;TKT2;DDPA	DDPA;TKT2	E4PD	2.89598296431	-4.45479793153e-05
eca2und_p	0.0	0.0	1	0	0	ECAP2pp			0.0	0.0
eca3und_p	0.0	0.0	1	0	0	ECAP3pp			0.0	0.0
eca4colipa_e	0.0	0.0	1	0	0	EX_eca4colipa_LPAREN_e_RPAREN_			0.0	0.0
eca4colipa_p	0.0	0.0	1	0	0	ECA4COLIPAabctex			0.0	0.0
eca4und_p	0.0	0.0	1	0	0	ECA4OALpp			0.0	0.0
egmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	EGMEACPR		EGMEACPR	0.0	-1.31393521383e-06
eig3p_c	0.04972463263756699	0.04972463263756699	1	0	1	IGPDH		IGPDH	0.0	-0.0497246326376
enlipa_e	0.0	0.0	1	0	0	EX_enlipa_LPAREN_e_RPAREN_			0.0	0.0
enlipa_p	0.0	0.0	1	0	0	ENLIPAabctex			0.0	0.0
enter_c	0.0	0.0	3	0	0	FEENTERtpp;Ec_biomass_iJO1366_WT_53p95M;ENTERES			0.0	0.0
enter_e	0.0	0.0	2	0	0	FEENTERexs;EX_enter_LPAREN_e_RPAREN_			0.0	0.0
enter_p	0.0	0.0	1	0	0	FEENTERtex			0.0	0.0
epmeACP_c	1.3139352138318664e-06	1.3139352138318664e-06	1	0	1	EPMEACPR		EPMEACPR	0.0	-1.31393521383e-06
etha_c	0.004319129339466205	0.004319129339466205	1	0	1	ETHAAL		ETHAAL	0.0	-0.00431912933947
etha_e	0.0	0.0	2	0	0	ETHAtex;EX_etha_LPAREN_e_RPAREN_			0.0	0.0
etha_p	0.0	0.0	2	0	0	ETHAtex_reverse;ETHAt2pp			0.0	0.0
ethso3_c	0.0	0.0	1	0	0	FDMO3			0.0	0.0
ethso3_e	0.0	0.0	2	0	0	ETHSO3tex;EX_ethso3_LPAREN_e_RPAREN_			0.0	0.0
ethso3_p	0.0	0.0	2	0	0	ETHSO3abcpp;ETHSO3tex_reverse			0.0	0.0
etoh_c	0.0	0.0	2	0	0	ETOHtrpp_reverse;ALCD2x			0.0	0.0
etoh_e	0.0	0.0	2	0	0	EX_etoh_LPAREN_e_RPAREN_;ETOHtex			0.0	0.0
etoh_p	0.0	0.0	2	0	0	ETOHtex_reverse;ETOHtrpp			0.0	0.0
f1p_c	0.0	0.0	1	0	0	FRUK			0.0	0.0
f6p_c	5.006999199561882	1.5833521713255496	10	1	2	F6PP;SBTPD_reverse;M1PD_reverse;PFK;GF6PTA;F6PA;MAN6PI_reverse;ALLULPE_reverse;TKT2_reverse;TALA_reverse	TKT2_reverse	PFK;GF6PTA	2.79228765707	-2.21471154249
f6p_e	0.0	0.0	2	0	0	F6Ptex;EX_f6p_LPAREN_e_RPAREN_			0.0	0.0
f6p_p	0.0	0.0	2	0	0	F6Pt6_2pp;F6Ptex_reverse			0.0	0.0
fad_c	1.8589500742759577	0.496825305504186	14	1	3	ACOAD6f;ACOAD7f;Ec_biomass_iJO1366_core_53p95M;ACOAD8f;PROD2;ACOAD1f;FADRx2;FADRx;Ec_biomass_iJO1366_WT_53p95M;DAAD;ACOAD2f;ACOAD3f;ACOAD4f;ACOAD5f	ACOAD5f	FADRx;DAAD;Ec_biomass_iJO1366_core_53p95M	0.186788852024	-1.67216122225
fadh2_c	0.9605076307260334	0.20959994873260668	21	0	9	FE3HOXR1;ACOAD5f_reverse;S2FE2SS;I4FE4SR;ACOAD8f_reverse;I2FE2SS;ACOAD7f_reverse;FEOXAMR1;ACOAD2f_reverse;ACOAD3f_reverse;ACOAD1f_reverse;I2FE2SS2;ACOAD4f_reverse;CPGNR1;ACOAD6f_reverse;S4FE4SR;FECRMR1;FEENTERR1;FE3Ri;S2FE2SS2;ARBTNR1		I2FE2SS2;I4FE4SR;I2FE2SS;ACOAD7f_reverse;ACOAD1f_reverse;ACOAD2f_reverse;ACOAD4f_reverse;ACOAD6f_reverse;ACOAD3f_reverse	0.0	-0.960507630726
fald_c	0.0	0.0	2	0	0	FALGTHLs;FALDtpp_reverse			0.0	0.0
fald_e	0.0	0.0	2	0	0	EX_fald_LPAREN_e_RPAREN_;FALDtex			0.0	0.0
fald_p	0.0	0.0	2	0	0	FALDtpp;FALDtex_reverse			0.0	0.0
fc1p_c	0.0	0.0	1	0	0	FCLPA			0.0	0.0
fcl_DASH_L_c	0.0	0.0	2	0	0	FCLK;FCI_reverse			0.0	0.0
fdp_c	0.05653939194562744	0.03997938744891723	2	0	1	FBA;FBP		FBP	0.0	-0.0565393919456
fe2_c	0.5294834522374925	0.16743736924394534	10	0	6	S2FE2SS;Ec_biomass_iJO1366_core_53p95M;FE2t3pp;I2FE2SS;SHCHF;FCLT;I2FE2SS2;FESR;Ec_biomass_iJO1366_WT_53p95M;S2FE2SS2		Ec_biomass_iJO1366_core_53p95M;I2FE2SS;SHCHF;FCLT;I2FE2SS2;FESR	0.0	-0.529483452237
fe2_e	0.00842985206350106	0.00596080555850101	2	0	1	EX_fe2_LPAREN_e_RPAREN_;FE2tex		EX_fe2_LPAREN_e_RPAREN_	0.0	-0.0084298520635
fe2_p	0.01685970412700212	0.007539888901702097	5	1	1	FE2abcpp;FE2tex_reverse;FEROpp;FE2t2pp;FE2tpp	FE2tex_reverse	FE2tpp	0.0084298520635	-0.0084298520635
fe3_c	0.5248647072723405	0.30303078003181994	3	0	1	FE3Ri;Ec_biomass_iJO1366_WT_53p95M;Ec_biomass_iJO1366_core_53p95M		Ec_biomass_iJO1366_core_53p95M	0.0	-0.524864707272
fe3_e	0.0	0.0	8	0	0	FECRMexs;FEOXAMexs;FE3HOXexs;FE3tex;CPGNexs;EX_fe3_LPAREN_e_RPAREN_;ARBTNexs;FEENTERexs			0.0	0.0
fe3_p	0.0	0.0	2	0	0	FE3abcpp;FE3tex_reverse			0.0	0.0
fe3dcit_e	0.0	0.0	2	0	0	FE3DCITtonex;EX_fe3dcit_LPAREN_e_RPAREN_			0.0	0.0
fe3dcit_p	0.0	0.0	1	0	0	FE3DCITabcpp			0.0	0.0
fe3dhbzs_c	0.0	0.0	1	0	0	FE3DHBZR			0.0	0.0
fe3dhbzs_e	0.0	0.0	2	0	0	EX_fe3dhbzs_LPAREN_e_RPAREN_;FE3DHBZStonex			0.0	0.0
fe3dhbzs_p	0.0	0.0	1	0	0	FE3DHBZSabcpp			0.0	0.0
fe3hox_DASH_un_c	0.0	0.0	1	0	0	FE3HOXUtex			0.0	0.0
fe3hox_DASH_un_e	0.0	0.0	2	0	0	EX_fe3hox_DASH_un_LPAREN_e_RPAREN_;FE3HOXexs			0.0	0.0
fe3hox_DASH_un_p	0.0	0.0	1	0	0	FE3HOXUtpp			0.0	0.0
fe3hox_c	0.0	0.0	3	0	0	FE3HOXR1;FE3HOXR3;FE3HOXR2			0.0	0.0
fe3hox_e	0.0	0.0	2	0	0	EX_fe3hox_LPAREN_e_RPAREN_;FE3HOXtonex			0.0	0.0
fe3hox_p	0.0	0.0	1	0	0	FE3HOXabcpp			0.0	0.0
fecrm_DASH_un_c	0.0	0.0	1	0	0	FECRMUtpp			0.0	0.0
fecrm_DASH_un_e	0.0	0.0	2	0	0	FECRMexs;EX_fecrm_DASH_un_LPAREN_e_RPAREN_			0.0	0.0
fecrm_DASH_un_p	0.0	0.0	1	0	0	FECRMUtex			0.0	0.0
fecrm_c	0.0	0.0	3	0	0	FECRMR1;FECRMR2;FECRMR3			0.0	0.0
fecrm_e	0.0	0.0	2	0	0	FECRMtonex;EX_fecrm_LPAREN_e_RPAREN_			0.0	0.0
fecrm_p	0.0	0.0	1	0	0	FECRMabcpp			0.0	0.0
feenter_c	0.0	0.0	4	0	0	ENTERES2;FEENTERR1;FEENTERR2;FEENTERR3			0.0	0.0
feenter_e	0.0	0.0	2	0	0	EX_feenter_LPAREN_e_RPAREN_;FEENTERtonex			0.0	0.0
feenter_p	0.0	0.0	1	0	0	FEENTERabcpp			0.0	0.0
feoxam_DASH_un_c	0.0	0.0	1	0	0	FEOXAMUtpp			0.0	0.0
feoxam_DASH_un_e	0.0	0.0	2	0	0	FEOXAMexs;EX_feoxam_DASH_un_LPAREN_e_RPAREN_			0.0	0.0
feoxam_DASH_un_p	0.0	0.0	1	0	0	FEOXAMUtex			0.0	0.0
feoxam_c	0.0	0.0	3	0	0	FEOXAMR2;FEOXAMR3;FEOXAMR1			0.0	0.0
feoxam_e	0.0	0.0	2	0	0	EX_feoxam_LPAREN_e_RPAREN_;FEOXAMtonex			0.0	0.0
feoxam_p	0.0	0.0	1	0	0	FEOXAMabcpp			0.0	0.0
fgam_c	0.563694902811616	0.39859248829838556	2	1	1	GARFT_reverse;PRFGS	GARFT_reverse	PRFGS	0.281088948064	-0.282605954747
flxr_c	0.12465546031281345	0.050890378569692016	6	1	5	RNTR4c2;RNTR1c2;RNTR3c2;MECDPDH5;POR5_reverse;RNTR2c2	POR5_reverse	MECDPDH5;RNTR1c2;RNTR2c2;RNTR3c2;RNTR4c2	0.0675737990734	-0.0570816612394
flxso_c	0.010492137834006605	0.007419061811570005	2	1	0	POR5;FLDR2	POR5		0.010492137834	0.0
fmettrna_c	0.0	0.0	0	0	0				0.0	0.0
fmn_c	0.00011704482972195865	6.757586394722674e-05	3	0	1	FMNAT;FMNRx;FMNRx2		FMNAT	0.0	-0.000117044829722
fmnh2_c	0.0	0.0	11	0	0	CPGNR2;FE3HOXR2;FEENTERR2;FDMO;FECRMR2;FDMO3;FDMO2;FEOXAMR2;FDMO6;FDMO4;ARBTNR2			0.0	0.0
for_c	0.0015170066830601482	0.0006784260131287939	5	0	1	FHL;GART;FTHFLi;FORCT_reverse;FORtppi		GART	0.0	-0.00151700668306
for_e	0.0	0.0	2	0	0	EX_for_LPAREN_e_RPAREN_;FORtex			0.0	0.0
for_p	0.0	0.0	4	0	0	FORt2pp;FDH4pp;FDH5pp;FORtex_reverse			0.0	0.0
forcoa_c	0.0	0.0	1	0	0	FORCT			0.0	0.0
fpram_c	0.2826059547473381	0.2826059547473381	1	0	1	PRAIS		PRAIS	0.0	-0.282605954747
fprica_c	0.5161117528097985	0.36494612026188367	2	1	1	AICART_reverse;IMPC_reverse	AICART_reverse	IMPC_reverse	0.183898210255	-0.332213542555
frdp_c	0.00014591238862171575	8.424255684884888e-05	3	0	2	UDCPDPS;OCTDPS;HEMEOS		UDCPDPS;OCTDPS	0.0	-0.000145912388622
fru_c	0.0	0.0	2	0	0	XYLI2_reverse;HEX7			0.0	0.0
fru_e	0.0	0.0	2	0	0	FRUtex;EX_fru_LPAREN_e_RPAREN_			0.0	0.0
fru_p	0.0	0.0	3	0	0	FRUptspp;FRUpts2pp;FRUtex_reverse			0.0	0.0
frulys_c	0.0	0.0	2	0	0	FRULYSE_reverse;FRULYSK			0.0	0.0
frulys_e	0.0	0.0	2	0	0	EX_frulys_LPAREN_e_RPAREN_;FRULYStex			0.0	0.0
frulys_p	0.0	0.0	2	0	0	FRULYStex_reverse;FRULYSt2pp			0.0	0.0
frulysp_c	0.0	0.0	1	0	0	FRULYSDG			0.0	0.0
fruur_c	0.0	0.0	3	0	0	GUI1_reverse;MANAO_reverse;FRUURt2rpp_reverse			0.0	0.0
fruur_e	0.0	0.0	2	0	0	EX_fruur_LPAREN_e_RPAREN_;FRUURtex			0.0	0.0
fruur_p	0.0	0.0	2	0	0	FRUURtex_reverse;FRUURt2rpp			0.0	0.0
fuc_DASH_L_c	0.0	0.0	2	0	0	FCI;FUCtpp_reverse			0.0	0.0
fuc_DASH_L_e	0.0	0.0	2	0	0	FUCtex;EX_fuc_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
fuc_DASH_L_p	0.0	0.0	2	0	0	FUCtpp;FUCtex_reverse			0.0	0.0
fum_c	0.6597469578112369	0.21991565260374565	9	3	2	ADSL2r_reverse;FUM;PPPGO3;ARGSL_reverse;ADSL1r_reverse;FRD2;FRD3;ASPO5;DHORDfum	ADSL1r_reverse;ADSL2r_reverse;ARGSL_reverse	PPPGO3;FUM	0.659572415692	-0.000174542119081
fum_e	0.0	0.0	2	0	0	EX_fum_LPAREN_e_RPAREN_;FUMtex			0.0	0.0
fum_p	0.0	0.0	4	0	0	FUMtex_reverse;FUMt2_2pp;FUMt2_3pp;SUCFUMtpp			0.0	0.0
fusa_e	0.0	0.0	2	0	0	FUSAtex;EX_fusa_LPAREN_e_RPAREN_			0.0	0.0
fusa_p	0.0	0.0	2	0	0	FUSAtpp;FUSAtex_reverse			0.0	0.0
g1p_c	0.0	0.0	8	0	0	GLGC;MLTP3_reverse;PGMT;MLTP1_reverse;G1PTT;GALUi;MLTP2_reverse;UGLT_reverse			0.0	0.0
g1p_e	0.0	0.0	2	0	0	G1Ptex;EX_g1p_LPAREN_e_RPAREN_			0.0	0.0
g1p_p	0.0	0.0	2	0	0	G1PPpp;G1Ptex_reverse			0.0	0.0
g3p_c	10.816129163681735	3.4203603623806442	10	5	2	TPI_reverse;GAPD;TKT2_reverse;F6PA_reverse;TGBPA_reverse;DDPGALA_reverse;DXPS;TALA;TKT1_reverse;FBA_reverse	TPI_reverse;TKT2_reverse;TALA;FBA_reverse;F6PA_reverse	DXPS;GAPD	7.70400975616	-3.11211940752
g3pc_c	0.0	0.0	1	0	0	GPDDA1			0.0	0.0
g3pc_e	0.0	0.0	2	0	0	EX_g3pc_LPAREN_e_RPAREN_;G3PCtex			0.0	0.0
g3pc_p	0.0	0.0	3	0	0	G3PCabcpp;GPDDA1pp;G3PCtex_reverse			0.0	0.0
g3pe_c	0.004319129339466205	0.004319129339466205	1	0	1	GPDDA2		GPDDA2	0.0	-0.00431912933947
g3pe_e	0.0	0.0	2	0	0	G3PEtex;EX_g3pe_LPAREN_e_RPAREN_			0.0	0.0
g3pe_p	0.0	0.0	3	0	0	GPDDA2pp;G3PEabcpp;G3PEtex_reverse			0.0	0.0
g3pg_c	0.0	0.0	1	0	0	GPDDA4			0.0	0.0
g3pg_e	0.0	0.0	2	0	0	EX_g3pg_LPAREN_e_RPAREN_;G3PGtex			0.0	0.0
g3pg_p	0.0	0.0	3	0	0	G3PGtex_reverse;GPDDA4pp;G3PGabcpp			0.0	0.0
g3pi_c	0.0	0.0	1	0	0	GPDDA5			0.0	0.0
g3pi_e	0.0	0.0	2	0	0	EX_g3pi_LPAREN_e_RPAREN_;G3PItex			0.0	0.0
g3pi_p	0.0	0.0	3	0	0	G3PIabcpp;G3PItex_reverse;GPDDA5pp			0.0	0.0
g3ps_c	0.0	0.0	1	0	0	GPDDA3			0.0	0.0
g3ps_e	0.0	0.0	2	0	0	EX_g3ps_LPAREN_e_RPAREN_;G3PStex			0.0	0.0
g3ps_p	0.0	0.0	3	0	0	GPDDA3pp;G3PSabcpp;G3PStex_reverse			0.0	0.0
g6p_c	2.774441262479965e-17	1.1326609023998477e-17	6	0	1	G6PDH2r;PGI;FRULYSDG_reverse;TRE6PS;PGMT_reverse;G6PP		PGI	0.0	-2.77444126248e-17
g6p_e	0.0	0.0	2	0	0	EX_g6p_LPAREN_e_RPAREN_;G6Ptex			0.0	0.0
g6p_p	0.0	0.0	2	0	0	G6Pt6_2pp;G6Ptex_reverse			0.0	0.0
gagicolipa_c	0.0	0.0	1	0	0	GLCTR2			0.0	0.0
gal1p_c	0.0	0.0	2	0	0	GALKr_reverse;UGLT			0.0	0.0
gal1p_e	0.0	0.0	2	0	0	EX_gal1p_LPAREN_e_RPAREN_;GAL1Ptex			0.0	0.0
gal1p_p	0.0	0.0	2	0	0	GAL1PPpp;GAL1Ptex_reverse			0.0	0.0
gal_DASH_bD_e	0.0	0.0	2	0	0	GALBDtex;EX_gal_DASH_bD_LPAREN_e_RPAREN_			0.0	0.0
gal_DASH_bD_p	0.0	0.0	2	0	0	GALM2pp;GALBDtex_reverse			0.0	0.0
gal_c	0.0	0.0	1	0	0	GALKr			0.0	0.0
gal_e	0.0	0.0	2	0	0	EX_gal_LPAREN_e_RPAREN_;GALtex			0.0	0.0
gal_p	0.0	0.0	3	0	0	GALabcpp;GALt2pp;GALtex_reverse			0.0	0.0
galct_DASH_D_c	0.0	0.0	2	0	0	GALCTD;GALCTt2rpp_reverse			0.0	0.0
galct_DASH_D_e	0.0	0.0	2	0	0	EX_galct_DASH_D_LPAREN_e_RPAREN_;GALCTtex			0.0	0.0
galct_DASH_D_p	0.0	0.0	2	0	0	GALCTt2rpp;GALCTtex_reverse			0.0	0.0
galctn_DASH_D_c	0.0	0.0	1	0	0	GALCTND			0.0	0.0
galctn_DASH_D_e	0.0	0.0	2	0	0	GALCTNtex;EX_galctn_DASH_D_LPAREN_e_RPAREN_			0.0	0.0
galctn_DASH_D_p	0.0	0.0	2	0	0	GALCTNt2pp;GALCTNtex_reverse			0.0	0.0
galctn_DASH_L_c	0.0	0.0	1	0	0	GALCTLO			0.0	0.0
galctn_DASH_L_e	0.0	0.0	2	0	0	GALCTNLtex;EX_galctn_DASH_L_LPAREN_e_RPAREN_			0.0	0.0
galctn_DASH_L_p	0.0	0.0	2	0	0	GALCTNLt2pp;GALCTNLtex_reverse			0.0	0.0
galt1p_c	0.0	0.0	1	0	0	GLTPD			0.0	0.0
galt_e	0.0	0.0	2	0	0	GALTtex;EX_galt_LPAREN_e_RPAREN_			0.0	0.0
galt_p	0.0	0.0	2	0	0	GALTptspp;GALTtex_reverse			0.0	0.0
galur_c	0.0	0.0	2	0	0	GUI2;GALURt2rpp_reverse			0.0	0.0
galur_e	0.0	0.0	2	0	0	EX_galur_LPAREN_e_RPAREN_;GALURtex			0.0	0.0
galur_p	0.0	0.0	2	0	0	GALURt2rpp;GALURtex_reverse			0.0	0.0
gam1p_c	0.05406544593163985	0.038230043446137174	2	0	1	PGAMT;G1PACT		G1PACT	0.0	-0.0540654459316
